,comp1,comp2,label
67,40.412323,22.011887,6
68,42.099102,-17.365435,4
69,0.79340285,-31.114923,9
70,15.211747,-9.483941,1
71,-0.98271245,19.99636,5
72,6.6063395,56.135685,0
73,-28.321428,15.383719,9
74,3.5497544,22.065113,5
75,-13.488551,-20.245964,2
76,-5.2572093,-4.321397,8
77,-13.111572,-20.390882,2
78,2.678758,64.12664,0
79,4.3305,61.355713,0
80,16.693855,-10.097762,1
81,6.083224,-44.166172,7
82,33.341606,14.989037,6
83,-40.835396,-6.266823,3
84,-28.877401,-37.08015,2
85,14.994106,-11.610131,1
86,17.23115,-44.77551,7
87,39.442017,-19.729809,4
88,31.505003,15.711635,6
89,-41.529762,-4.8667436,3
90,16.46092,-11.926027,1
91,-38.905045,-5.7590632,3
92,-22.99902,25.171227,9
93,10.673885,-11.827175,1
94,8.764057,-40.760452,7
95,33.17383,12.965492,6
96,-3.5350337,-6.2264857,8
97,41.01352,-8.730215,4
98,-39.8662,-5.7102847,3
99,5.005689,-11.44957,1
100,41.215183,-8.401752,4
101,7.6118326,57.180817,0
102,3.9353695,21.09805,5
103,-30.616165,-8.524728,3
104,35.810287,14.600927,6
105,-29.559713,17.432167,9
106,31.947107,13.369605,6
107,18.496256,-12.830354,1
108,12.076691,-43.119865,7
109,7.17649,16.646545,5
110,43.309486,-18.463076,4
111,42.64299,-17.205614,4
112,7.6313066,-44.095837,7
113,-27.374392,-29.743101,2
114,-7.569285,-4.8718114,8
115,-14.761346,-20.307226,2
116,-15.460376,-20.460314,2
117,5.6724777,13.555735,5
118,9.930933,-44.078087,7
119,-29.89171,18.713943,9
120,-0.5124598,13.931847,5
121,39.61421,-19.608711,4
122,-6.243407,-9.516886,8
123,-10.798027,-10.90838,8
124,43.5028,-13.721595,4
125,-23.853868,13.846711,9
126,6.647596,55.958927,0
127,-1.8564365,-5.98561,8
128,-21.411488,25.643827,9
129,6.2814956,-10.773707,8
130,1.9470855,60.121353,0
131,21.514557,-11.060748,1
132,-26.767017,-37.119946,2
133,-40.091995,-6.797991,3
134,33.27001,-6.645641,4
135,7.124623,13.246983,5
136,35.9188,26.528008,6
137,7.989425,-47.63461,7
138,-10.431652,-7.7361984,8
139,-28.072674,17.545929,9
140,5.0633845,51.84654,0
141,19.179869,-12.593274,1
142,-23.99879,-35.918354,2
143,-42.13916,-4.6201506,3
144,33.815094,-5.795291,4
145,3.707186,14.397641,5
146,27.621946,22.032843,6
147,7.7107534,-48.17314,7
148,-11.122734,-4.699573,8
149,-26.632082,15.736304,9
150,7.574966,58.00213,0
151,20.380234,-12.646185,1
152,-24.636509,-27.573902,2
153,-39.844845,-7.26776,3
154,35.550823,-6.431209,4
155,10.974348,11.926794,5
156,31.88156,15.789845,6
157,4.8742585,-49.032604,7
158,-7.7892847,-12.124195,8
159,-27.484493,16.88419,9
160,3.669847,52.649075,0
161,-28.241756,16.606392,9
162,5.6604323,14.205105,5
163,9.836214,12.10668,5
164,39.66495,22.94916,6
165,8.139764,12.240939,5
166,1.1910731,54.057,0
167,-30.045094,21.174294,9
168,-10.229661,-7.845037,8
169,-28.419535,17.808367,9
170,-5.691543,-13.679364,8
171,34.542946,-4.6520295,4
172,19.580006,-11.0465145,1
173,14.237182,-43.8454,7
174,13.065978,-40.034817,7
175,-38.264286,-4.6868052,3
176,6.330806,14.58292,5
177,20.526493,-12.086575,1
178,4.9238496,61.45512,0
179,7.780923,54.85618,0
180,-22.219734,-34.845093,2
181,-23.927383,-35.33743,2
182,6.9916735,-46.794743,7
183,-11.209475,-9.698444,8
184,-28.98384,-39.208797,2
185,7.046452,55.559826,0
186,18.887072,-10.323151,1
187,-31.39882,-37.32047,2
188,38.982483,20.794153,6
189,-42.48601,-4.6657662,3
190,-41.751778,-5.74522,3
191,4.111346,-50.950172,7
192,-40.592274,-8.151079,3
193,-40.825092,-4.760203,3
194,36.80361,-5.0066385,4
195,31.55346,16.515425,6
196,38.92762,20.879446,6
197,38.872925,22.489588,6
198,35.55382,-3.601845,4
199,-25.581472,15.991523,9
200,17.591774,-12.985442,1
201,6.931881,14.160331,5
202,5.9513683,58.27391,0
203,-21.440752,16.37283,9
204,10.6249695,11.595385,5
205,-24.221346,-27.568838,2
206,-5.7618165,-13.583462,8
207,-23.078747,-34.862,2
208,6.69918,53.968422,0
209,7.554886,57.00343,0
210,19.504072,-11.329184,1
211,-0.7376678,-45.584957,7
212,40.278603,21.659084,6
213,-40.8547,-6.2210536,3
214,-24.373735,-36.06429,2
215,17.452803,-13.984178,1
216,4.4860096,-50.473732,7
217,-41.22326,-6.329267,3
218,20.344921,-12.7250805,1
219,-40.447334,-5.1895013,3
220,-20.897375,16.644617,9
221,18.159815,-11.207455,1
222,11.35651,-44.505493,7
223,29.984167,17.413006,6
224,-11.764822,-12.635078,8
225,34.391933,-5.3643656,4
226,-40.55243,-7.6908684,3
227,17.79258,-12.500456,1
228,34.663532,-5.6686916,4
229,4.8574195,60.7796,0
230,7.4464793,12.010739,5
231,-39.18672,-8.347587,3
232,30.00256,25.49442,6
233,-27.427734,16.071404,9
234,35.96953,28.090805,6
235,18.525127,-11.508318,1
236,4.686658,-47.962677,7
237,7.570285,12.720749,5
238,35.652145,-3.6684892,4
239,35.000023,-6.2341146,4
240,4.905404,-50.24671,7
241,-29.01081,-39.617744,2
242,-7.339068,-11.286245,8
243,-28.620056,-39.69681,2
244,-21.927855,-35.051205,2
245,7.9810934,12.177805,5
246,6.7380805,12.655371,5
247,34.934742,-7.108227,4
248,-9.969587,-10.467573,8
249,-10.9037485,-10.638158,8
250,33.949425,-5.838328,4
251,-19.781532,14.244667,9
252,6.180321,57.202667,0
253,-11.630904,-12.542354,8
254,-21.619312,15.169213,9
255,-7.9974465,-4.8963456,8
256,-5.6431737,57.681892,0
257,2.6868188,-13.666771,1
258,-27.499557,-33.464165,2
259,-35.681023,6.18415,3
260,42.84045,-17.124702,4
261,-6.6051574,23.035189,5
262,36.658913,25.863997,6
263,12.945332,-45.49916,7
264,-16.005802,-0.7389689,8
265,15.819957,-29.201479,9
266,5.9878955,60.634876,0
267,13.895813,-14.54343,1
268,-27.719963,-33.700188,2
269,-40.0502,1.8935497,3
270,43.88862,-15.682952,4
271,4.2042537,13.380292,5
272,35.769115,24.561953,6
273,5.3092895,-45.508923,7
274,-6.4670715,-2.2357705,8
275,14.571911,-28.571733,9
276,-4.045104,58.95138,0
277,-0.17469823,-11.859462,1
278,-26.181377,-34.266483,2
279,-40.645798,6.390585,3
280,45.186836,-17.76011,4
281,-2.0490174,22.082655,5
282,40.010426,23.173216,6
283,15.328219,-39.91464,7
284,-6.846436,-2.3684628,8
285,-25.053354,23.273151,9
286,-5.90767,58.437798,0
287,-29.95493,20.272007,9
288,-2.8854208,21.166712,5
289,-4.57825,28.613821,5
290,33.386044,22.47412,6
291,-7.488285,28.867687,5
292,-6.824995,58.996376,0
293,-18.72743,17.783825,9
294,-13.75872,-4.9004383,8
295,-27.019602,21.889462,9
296,-13.799568,-4.3154874,8
297,46.00099,-12.383287,4
298,2.8332925,-10.654152,1
299,4.8931866,-45.988182,7
300,13.707257,-39.174538,7
301,-40.78379,1.6017169,3
302,-3.1417627,20.68799,5
303,1.5880101,-15.916353,1
304,-4.4568906,61.41316,0
305,-3.6110458,60.865234,0
306,-26.141953,-36.92753,2
307,-24.398598,-34.54348,2
308,14.891042,-42.531227,7
309,-15.701214,1.7600898,8
310,-27.303753,-32.922977,2
311,-4.1292143,60.041496,0
312,17.48971,-13.724652,1
313,-27.612585,-34.81174,2
314,37.53163,28.742445,6
315,-35.25766,3.5220678,3
316,-41.45632,0.3890665,3
317,15.467599,-40.20431,7
318,-39.40536,3.2107682,3
319,-39.061134,2.6878495,3
320,45.107754,-15.925832,4
321,36.530518,22.843615,6
322,36.347767,22.84318,6
323,34.43888,21.928038,6
324,46.097004,-17.380926,4
325,15.579676,-28.40842,9
326,3.9469845,-12.675256,1
327,5.893872,18.649038,5
328,-1.390743,56.987156,0
329,14.708303,-28.592182,9
330,-2.9304805,21.224714,5
331,-26.704233,-33.04094,2
332,-15.649173,-1.408183,8
333,-25.817444,-35.810486,2
334,-4.528149,58.595043,0
335,-2.1336918,56.765224,0
336,12.986413,-14.853268,1
337,9.483866,-40.293465,7
338,30.950068,18.22956,6
339,-40.21334,1.8642147,3
340,-25.088505,-34.318237,2
341,13.468114,-14.756332,1
342,9.366214,-41.11366,7
343,44.16264,-15.64378,4
344,37.213367,26.860023,6
345,-39.781452,-0.4587749,3
346,2.914158,-14.96959,1
347,-35.22141,3.6919823,3
348,15.454098,-28.904682,9
349,5.649816,-13.940583,1
350,6.1386123,-48.42403,7
351,33.24363,22.688334,6
352,-10.169863,-5.966083,8
353,47.28985,-11.063929,4
354,-34.79701,3.3891857,3
355,5.3611326,-16.573606,1
356,41.48249,-18.552757,4
357,2.9588346,59.24639,0
358,-3.505711,24.733229,5
359,-40.82009,6.568897,3
360,36.535294,24.528082,6
361,15.094552,-28.439562,9
362,36.354214,22.2034,6
363,2.9419365,-8.676414,1
364,5.949773,-49.72685,7
365,0.6240262,20.492165,5
366,48.739285,-8.647013,4
367,44.537426,-14.129637,4
368,9.35857,-41.154266,7
369,-26.450027,-33.627155,2
370,-14.169881,-3.1567357,8
371,-25.735992,-35.85924,2
372,-28.354801,-35.17016,2
373,-5.1466646,27.879793,5
374,13.135052,-41.41825,7
375,23.376171,-18.3697,9
376,7.9907866,10.829871,5
377,45.66214,-16.492645,4
378,-19.292242,-2.8700194,8
379,-13.801959,-3.8933997,8
380,43.292847,-13.500154,4
381,23.647114,-17.578396,9
382,2.5322752,61.33926,0
383,-6.603623,-2.5983975,8
384,15.666898,-28.879639,9
385,-37.22201,-2.3387573,3
386,6.559726,62.29042,0
387,20.883348,-8.933642,1
388,-32.22191,-30.261106,2
389,-40.9071,-0.3939721,3
390,36.7947,-4.101345,4
391,-2.9716802,17.59081,5
392,29.009003,25.77026,6
393,16.455912,-33.211525,7
394,-13.648653,1.4469544,8
395,-22.76771,25.006062,9
396,5.0738945,60.227184,0
397,16.569408,-8.17186,1
398,-35.020664,-29.5471,2
399,-34.637825,8.489689,3
400,51.07375,-17.126106,4
401,-0.28040963,16.199522,5
402,27.807243,26.148394,6
403,16.910007,-33.131252,7
404,-9.20223,-6.7840257,8
405,-29.490444,21.96926,9
406,5.816131,58.10084,0
407,17.826828,-9.142304,1
408,-32.576706,-33.877014,2
409,-39.13392,11.240732,3
410,36.95929,-5.8462715,4
411,-0.4840177,16.438932,5
412,27.269325,24.508718,6
413,17.298758,-33.239162,7
414,-15.19535,5.3830333,8
415,-29.532692,21.979448,9
416,4.4891844,51.546673,0
417,-20.120789,13.045817,9
418,-3.5606816,17.548983,5
419,-0.121910565,17.094822,5
420,26.885347,25.944077,6
421,-5.0243573,17.261385,5
422,6.764845,61.957943,0
423,-20.194933,12.81447,9
424,-13.521146,-0.74446326,8
425,-23.6178,19.167547,9
426,-13.690635,-0.19867621,8
427,37.099983,-7.8988867,4
428,18.473978,-9.622275,1
429,17.66112,-32.88289,7
430,14.813752,-33.697052,7
431,-35.311207,9.20106,3
432,-1.3994826,16.40322,5
433,16.254412,-8.208991,1
434,3.715376,60.870884,0
435,4.8058524,58.908382,0
436,-35.205624,-29.975967,2
437,-32.849712,-31.640251,2
438,16.70998,-33.13417,7
439,-15.219684,3.1771543,8
440,-33.551525,-30.903507,2
441,-0.37060603,61.617985,0
442,-46.061394,-29.080936,1
443,-35.125813,-29.12853,2
444,30.952251,27.69079,6
445,-35.291695,9.879667,3
446,-34.08969,8.655479,3
447,18.00437,-33.29851,7
448,-35.133797,9.55953,3
449,-33.87509,8.178923,3
450,38.008804,-5.463967,4
451,27.334106,24.178596,6
452,28.290817,25.878374,6
453,27.297823,24.218712,6
454,37.147247,-5.773831,4
455,-22.87319,19.121284,9
456,18.045622,-9.846737,1
457,-4.5393047,19.906717,5
458,1.6216899,54.046913,0
459,-20.269129,12.716246,9
460,-0.10890234,17.140043,5
461,-34.667038,-31.229862,2
462,-12.790983,-0.013683504,8
463,-31.076729,-34.24142,2
464,-0.8927218,60.0226,0
465,5.069784,62.264717,0
466,15.714642,-8.385219,1
467,17.94093,-33.091385,7
468,34.599396,17.596577,6
469,-34.4331,8.293885,3
470,-32.483643,-36.538483,2
471,15.144825,-8.255288,1
472,15.373783,-33.587307,7
473,39.645275,-8.178006,4
474,26.664112,22.719505,6
475,-34.12502,7.755088,3
476,16.92061,-10.942462,1
477,-33.659763,6.6208262,3
478,-23.652298,18.02345,9
479,17.278984,-8.552925,1
480,16.372595,-30.156628,7
481,26.030321,24.967955,6
482,-18.466951,-0.54960895,8
483,38.21062,-5.1290402,4
484,-34.40278,6.7425785,3
485,16.801773,-8.177259,1
486,37.012886,-6.4379945,4
487,7.9727674,60.455044,0
488,-1.2993443,18.487743,5
489,-33.270756,8.760299,3
490,27.91648,23.923498,6
491,-20.225393,12.609696,9
492,-1.2163348,-1.5953157,6
493,18.347048,-9.235183,1
494,17.613474,-33.46119,7
495,0.11568785,16.801785,5
496,38.913414,-8.072279,4
497,37.949005,-6.6304913,4
498,17.118788,-32.89982,7
499,-30.761446,-34.849785,2
500,-16.955727,-0.21543327,8
501,-32.663338,-34.47531,2
502,-15.208413,-19.597145,2
503,7.077905,15.625013,5
504,15.556909,-33.484486,7
505,-23.554768,18.525658,9
506,-1.0788743,16.598312,5
507,39.455128,-8.082813,4
508,-9.815747,-6.5083466,8
509,-9.382903,-5.6202435,8
510,36.5453,-3.9355035,4
511,-21.141794,26.836319,9
512,0.1966735,58.928448,0
513,-14.317415,-1.3766191,8
514,-23.36051,18.532444,9
515,-13.69335,0.095364176,8
516,0.31090203,54.872585,0
517,-47.38846,-27.656641,1
518,-34.079292,-25.371752,2
519,-26.202534,3.3634233,3
520,48.989803,-19.321756,4
521,-4.913233,21.610847,5
522,35.306095,18.267916,6
523,-1.0372616,-45.33903,7
524,-11.866225,-15.077478,8
525,-20.675285,10.506669,9
526,-3.460233,62.68083,0
527,-46.557934,-29.307377,1
528,-30.021038,-25.853401,2
529,-26.786322,2.112425,3
530,47.50382,-20.350574,4
531,-4.7207317,25.078278,5
532,31.907242,28.679998,6
533,3.8261373,-43.20966,7
534,-13.191892,-14.071318,8
535,-18.208006,23.041302,9
536,-0.8736709,54.421124,0
537,-47.602062,-29.415012,1
538,-30.384531,-25.80568,2
539,-26.123602,1.2828614,3
540,51.013348,-15.80573,4
541,-4.9037824,23.288307,5
542,33.474983,24.693922,6
543,15.07268,-42.730217,7
544,-13.827035,-13.709825,8
545,-22.315117,10.194194,9
546,0.15173687,54.558052,0
547,-8.440624,-2.2696328,9
548,-2.517752,19.675222,5
549,-5.4514194,24.727253,5
550,36.471745,17.421831,6
551,-5.141607,23.937584,5
552,-0.89644706,63.37889,0
553,-20.6457,25.157024,9
554,-12.363194,-15.316555,8
555,-21.270548,9.969319,9
556,-13.896494,-14.32763,8
557,48.855373,-17.81223,4
558,-47.321606,-29.766289,1
559,10.276743,-43.450294,7
560,5.053065,-42.871883,7
561,-26.923603,3.1388574,3
562,-4.5189843,23.5567,5
563,-48.802135,-29.135315,1
564,1.5892494,58.47682,0
565,0.56982046,65.77198,0
566,-30.27064,-27.711508,2
567,-30.01622,-27.503105,2
568,1.6069045,-44.64123,7
569,-14.881381,-14.522367,8
570,-31.478716,-28.015182,2
571,-4.119203,57.39211,0
572,-47.253292,-30.095934,1
573,-30.04377,-27.534782,2
574,36.958355,15.793872,6
575,-26.624279,3.9886005,3
576,-30.495764,0.42609376,3
577,15.582449,-42.173122,7
578,-25.263884,2.5559666,3
579,-26.439547,2.993419,3
580,47.672108,-16.754131,4
581,31.522316,30.190548,6
582,35.579926,17.89091,6
583,31.566654,29.27509,6
584,47.864864,-20.07948,4
585,-19.086048,23.556387,9
586,-48.553486,-28.807049,1
587,-3.7584841,22.880718,5
588,2.4725566,56.28945,0
589,-19.886456,19.928648,9
590,-4.531789,25.025728,5
591,-31.608158,-26.243229,2
592,-14.403659,-14.756563,8
593,-28.134739,-33.471783,2
594,0.3847128,60.2309,0
595,-0.10779824,54.31427,0
596,-48.412094,-29.605453,1
597,3.7398198,-44.666138,7
598,31.463476,30.112938,6
599,-26.626873,3.9676344,3
600,-29.508612,-37.16964,2
601,-48.35428,-28.690777,1
602,4.601451,-43.49688,7
603,49.43722,-19.67576,4
604,36.79193,15.611493,6
605,-25.866377,2.130396,3
606,-48.586517,-29.97941,1
607,-26.072304,1.9203174,3
608,-21.143915,10.224787,9
609,-47.844116,-27.822056,1
610,6.423014,-46.28685,7
611,35.28936,18.28564,6
612,-13.724474,-14.421979,8
613,49.438046,-17.949348,4
614,-27.114698,2.7601044,3
615,-0.9444429,-10.590281,1
616,49.757046,-18.541182,4
617,-1.5883664,53.941822,0
618,-5.9179177,24.865435,5
619,-26.970863,2.5924373,3
620,35.378727,17.97916,6
621,-21.315338,10.1075325,9
622,36.5927,16.678526,6
623,-47.631565,-26.513111,1
624,5.8300486,-44.31567,7
625,-3.2498515,23.240145,5
626,52.36988,-16.085075,4
627,47.35923,-16.432337,4
628,2.0853877,-47.810284,7
629,-30.018583,-26.865162,2
630,-12.363605,-16.04613,8
631,-27.8931,-32.005875,2
632,-30.093357,-27.606884,2
633,-5.132912,21.253565,5
634,4.6947656,-42.87678,7
635,-24.814316,20.081968,9
636,-4.593987,24.787546,5
637,49.321606,-20.050514,4
638,-12.195586,-15.129547,8
639,-14.005844,-14.945362,8
640,49.259857,-19.291998,4
641,-19.957891,23.210703,9
642,0.17113946,55.411144,0
643,-14.09824,-14.683075,8
644,-29.13289,23.119995,9
645,-12.513769,-15.246947,8
646,1.529638,52.06093,0
647,1.3239202,-13.092518,1
648,-22.061993,-32.759106,2
649,-41.599957,1.4690615,3
650,35.92494,-6.760686,4
651,0.24484847,24.723475,5
652,37.29619,22.53444,6
653,5.342781,-44.26486,7
654,-15.490433,-2.8370967,8
655,23.083265,-17.546486,9
656,-5.21848,53.661846,0
657,2.1496477,-10.2668,1
658,-21.63048,-33.266594,2
659,-42.941776,1.9424245,3
660,35.807156,-6.2379837,4
661,8.956608,16.95022,5
662,37.38774,23.26236,6
663,15.653813,-42.370018,7
664,-10.415833,-2.5864654,8
665,24.097488,-16.483715,9
666,2.0698104,52.157536,0
667,2.5652301,-9.843421,1
668,-23.485586,-31.730503,2
669,-40.246845,1.3525082,3
670,38.44485,-8.49623,4
671,8.955992,16.57014,5
672,37.411793,23.655893,6
673,19.050425,-42.851425,7
674,-15.398684,-2.8275275,8
675,23.404469,-16.9319,9
676,-2.03544,56.89559,0
677,24.239044,-16.147617,9
678,5.294974,26.068121,5
679,8.3096285,14.69848,5
680,39.12407,22.843748,6
681,9.535888,16.401236,5
682,4.957417,59.987362,0
683,21.592308,-15.459094,9
684,-11.696034,-2.985656,8
685,23.771112,-16.533333,9
686,-12.11401,-2.830745,8
687,36.26009,-8.428755,4
688,-1.7999704,-14.4130535,1
689,18.926172,-43.27956,7
690,18.97093,-43.23549,7
691,-44.948864,-0.74313384,3
692,7.6517024,15.82441,5
693,-1.7793149,-14.273739,1
694,3.6774597,54.933456,0
695,-3.8031693,55.707855,0
696,-23.061897,-27.901628,2
697,-22.290163,-30.285906,2
698,15.564839,-43.59366,7
699,-9.705039,-2.9099202,8
700,-22.50207,-27.39348,2
701,7.2648582,53.774048,0
702,3.4852192,-17.008001,1
703,-22.675957,-27.35444,2
704,40.40739,22.45592,6
705,-43.313015,1.2698206,3
706,-41.84586,1.3124154,3
707,15.982218,-42.84492,7
708,-43.8753,1.7625365,3
709,-39.82459,0.78564525,3
710,36.290745,-9.186518,4
711,37.715767,26.062988,6
712,34.504723,22.197273,6
713,39.54346,26.147987,6
714,36.428806,-6.260283,4
715,23.3514,-16.413378,9
716,1.048104,-8.861548,1
717,4.3705106,25.284805,5
718,3.604691,54.432144,0
719,23.232233,-15.376226,9
720,4.6055923,25.443169,5
721,-22.775913,-28.753775,2
722,-16.086182,0.34259015,8
723,-21.506168,-34.028435,2
724,2.8923986,52.92853,0
725,-0.88473684,56.94529,0
726,3.3367016,-17.215399,1
727,16.263622,-43.8195,7
728,37.041313,24.011383,6
729,-42.583553,1.2960165,3
730,-25.27724,-38.014805,2
731,1.3691692,-7.6237726,1
732,18.868822,-43.067764,7
733,36.458477,-6.635558,4
734,32.39554,17.735857,6
735,-44.27483,1.720734,3
736,1.9091469,-7.843813,1
737,-33.656693,4.388842,3
738,23.057623,-15.68351,9
739,0.8883734,-9.449763,1
740,16.565313,-43.662174,7
741,37.313213,26.507887,6
742,-10.345092,-4.295827,8
743,49.675297,-18.989784,4
744,-33.69066,4.405682,3
745,0.8603104,-8.548923,1
746,42.523605,-23.16179,4
747,4.4029636,56.606544,0
748,1.992594,26.166716,5
749,-39.336994,1.3555912,3
750,32.119007,17.8511,6
751,24.535507,-16.585928,9
752,31.92039,17.895813,6
753,0.95833564,-13.400596,1
754,16.639318,-43.81465,7
755,7.5458775,15.481036,5
756,52.48661,-16.091099,4
757,42.414417,-22.574617,4
758,17.433117,-44.062557,7
759,-22.38342,-31.93011,2
760,-6.28707,-3.492289,8
761,-22.19087,-31.60203,2
762,-22.659552,-32.456978,2
763,9.462512,15.026277,5
764,5.7003565,-43.595306,7
765,23.81823,-17.098345,9
766,11.495792,12.259849,5
767,52.432426,-15.141785,4
768,-15.263924,-1.0443436,8
769,-4.3488,-3.8579335,8
770,42.484188,-22.80157,4
771,22.995184,-17.105738,9
772,2.5347922,54.664192,0
773,-15.125632,-3.0862265,8
774,22.13273,-17.067686,9
775,-8.830074,-3.4451172,8
776,-6.541135,60.714314,0
777,5.7846665,-15.770148,1
778,-26.965204,-36.544712,2
779,-33.627026,3.4541817,3
780,51.08674,-12.664331,4
781,4.2685432,14.605291,5
782,24.02986,25.513664,6
783,10.283951,-40.759125,7
784,-21.57845,-11.638622,8
785,-26.75991,19.319977,9
786,-1.5034648,65.19687,0
787,5.4414105,-17.631672,1
788,-28.38229,-35.77466,2
789,-36.38752,3.2964551,3
790,48.850178,-13.229986,4
791,8.665405,10.8733225,5
792,23.537804,25.9353,6
793,6.0884786,-45.91714,7
794,14.514501,-8.836015,8
795,-19.56121,25.528948,9
796,-6.1060324,59.21755,0
797,3.793433,-16.471666,1
798,-25.808102,-37.89076,2
799,-37.277924,3.1665466,3
800,50.668175,-14.745998,4
801,8.836663,11.775024,5
802,26.213055,24.101011,6
803,7.343655,-45.982506,7
804,-7.1719275,-3.876039,8
805,-29.434673,23.253662,9
806,-3.5317397,60.38831,0
807,-20.268974,25.085144,9
808,2.757948,12.905103,5
809,8.869378,14.009152,5
810,34.512894,30.0969,6
811,4.2789617,14.16146,5
812,-3.6341467,59.31361,0
813,-26.523733,4.8344836,9
814,-16.932026,1.8232877,8
815,-20.508007,23.98418,9
816,-13.571601,5.1314116,8
817,46.35673,-10.589327,4
818,-1.6178055,-11.728425,1
819,3.3456795,-49.210865,7
820,11.066121,-40.815567,7
821,-36.44684,1.4184463,3
822,5.0239654,13.957242,5
823,0.9184083,-12.042262,1
824,1.4358416,56.476513,0
825,-5.496116,56.960453,0
826,-23.584314,-34.926025,2
827,-28.1989,-39.690987,2
828,3.86735,-50.36608,7
829,-13.4665985,5.33723,8
830,-25.312792,-37.455296,2
831,-0.14231686,51.896126,0
832,-45.836628,-30.61008,1
833,-32.29138,-36.526524,2
834,30.927814,15.846665,6
835,-35.762703,1.0623776,3
836,-35.728825,0.8073155,3
837,8.216789,-46.08379,7
838,-41.530724,-1.6243645,3
839,-40.792015,-1.9146495,3
840,48.422554,-14.546867,4
841,28.440018,24.311445,6
842,34.5067,30.256788,6
843,23.919397,25.489302,6
844,50.20706,-14.1425705,4
845,-29.296736,23.465082,9
846,-0.25930727,-15.730209,1
847,2.9607642,12.772478,5
848,4.8358903,54.233524,0
849,-22.29004,16.784304,9
850,3.9619362,12.591491,5
851,-26.249025,-38.693718,2
852,-10.912651,0.13613786,8
853,-27.88527,-39.245678,2
854,5.8807945,52.81153,0
855,-0.78773445,60.843967,0
856,3.0683353,-9.998472,1
857,8.655205,-46.457813,7
858,32.086113,26.091702,6
859,-38.426853,-0.3293419,3
860,-25.007982,-26.262058,2
861,2.2527938,-13.50729,1
862,12.245825,-45.289196,7
863,45.524216,-7.69474,4
864,25.176203,24.276104,6
865,-35.702183,4.4458246,3
866,4.045178,-13.25556,1
867,-37.515358,4.1331367,3
868,-20.707895,25.33356,9
869,4.6335816,-12.878273,1
870,3.922083,-49.67105,7
871,33.254097,27.448526,6
872,-21.471012,-11.683853,8
873,51.230988,-13.437845,4
874,-36.608032,4.8262563,3
875,4.1865854,-15.105241,1
876,49.411636,-7.7169023,4
877,-2.4431567,58.788498,0
878,3.0089333,14.100495,5
879,-38.28979,-2.1504796,3
880,28.840715,16.611284,6
881,-29.770596,21.353243,9
882,38.869053,24.071503,6
883,0.16357765,-16.023941,1
884,7.458622,-47.437706,7
885,8.42769,12.825023,5
886,50.503586,-14.4522915,4
887,45.20284,-10.349497,4
888,8.272872,-46.309246,7
889,-26.854124,-39.00481,2
890,-11.543774,4.703094,8
891,-24.194048,-23.976133,2
892,-23.287659,-32.705986,2
893,2.2352998,15.31013,5
894,0.054719314,-45.226036,7
895,-21.44383,26.291029,9
896,8.453054,11.505465,5
897,50.982113,-12.705436,4
898,-11.831595,4.6762586,8
899,-14.0211,-9.172261,8
900,48.463463,-7.952552,4
901,-21.378115,26.557436,9
902,0.40524775,57.39502,0
903,-11.33306,4.668906,8
904,-24.806084,24.857971,9
905,-21.655832,-11.578107,8
906,-46.234203,-30.343864,1
907,-28.63251,-32.678104,2
908,-40.05223,9.105462,3
